titleId	ordering	title	region	language	types	attributes	isOriginalTitle
tt10011306	23	Spriggan	ZA	en	imdbDisplay	\N	0
tt10011306	24	Spriggan	IN	en	imdbDisplay	\N	0
tt10011306	25	ספריגאן	IL	en	imdbDisplay	\N	0
tt10011306	26	سبريغان: حماة الخير	EG	en	imdbDisplay	\N	0
tt10011306	27	Spriggan	AU	\N	imdbDisplay	\N	0
tt10011306	28	Spriggan	NZ	en	imdbDisplay	\N	0
tt10011306	29	Spriggan	GB	\N	imdbDisplay	\N	0
tt10011306	2	Spriggan	FR	\N	imdbDisplay	\N	0
tt10011306	30	Spriggan	NL	\N	imdbDisplay	\N	0
tt10011306	31	スプリガン	JP	ja	imdbDisplay	\N	0
tt10011306	32	Spriggan	PL	\N	video	\N	0
tt10011306	33	Spriggan	ID	en	imdbDisplay	\N	0
tt10011306	34	Spriggan	CA	fr	imdbDisplay	\N	0
tt10011306	35	Spriggan	PH	en	imdbDisplay	\N	0
tt10011306	36	保衛者	HK	en	imdbDisplay	\N	0
tt10011306	37	Spriggan	IT	\N	imdbDisplay	\N	0
tt10011306	38	スプリガン	JP	\N	imdbDisplay	\N	0
tt10011306	39	Spriggan	MX	\N	imdbDisplay	\N	0
tt10011306	3	سبريغان: حماة الخير	AE	\N	imdbDisplay	\N	0
tt10011306	4	Spriggan	SE	\N	imdbDisplay	\N	0
tt10011306	5	轟天高校生	TW	\N	imdbDisplay	\N	0
tt10011306	6	Spriggan	BR	\N	imdbDisplay	\N	0
tt10011306	7	Spriggan	AR	\N	imdbDisplay	\N	0
tt10011306	8	Spriggan	IN	hi	imdbDisplay	\N	0
tt10011306	9	Spriggan	XWW	en	imdbDisplay	\N	0
tt10011314	10	Vampire in the Garden	ID	en	imdbDisplay	\N	0
tt10011314	11	Vampire in the Garden	MX	\N	imdbDisplay	\N	0
tt10011314	12	Vampiro no Jardim	BR	\N	imdbDisplay	\N	0
tt10011314	13	Un vampiro en el jardín	ES	\N	imdbDisplay	\N	0
tt10011314	14	Vampire in the Garden	\N	\N	original	\N	1
tt10011314	15	Vampire in the Garden	CA	fr	imdbDisplay	\N	0
tt10011314	16	Vampire in the Garden	IN	en	imdbDisplay	\N	0
tt10011314	17	Vampire in the Garden	PH	en	imdbDisplay	\N	0
tt10011314	18	Wampir w ogrodzie	PL	\N	imdbDisplay	\N	0
tt10011314	19	Vampire in the Garden	US	\N	imdbDisplay	\N	0
tt10011314	1	Vampire in the Garden	IT	\N	imdbDisplay	\N	0
tt10011314	20	แวมไพร์ในสวน	TH	en	imdbDisplay	\N	0
tt10011314	21	Vampire in the Garden	AU	\N	imdbDisplay	\N	0
tt10011314	22	정원의 뱀파이어	KR	\N	imdbDisplay	\N	0
tt10011314	23	Vampire in the Garden	TR	tr	imdbDisplay	\N	0
tt10011314	24	Vampire in the Garden	IN	hi	imdbDisplay	\N	0
tt10011314	25	أمنيات ممنوعة	AE	\N	imdbDisplay	\N	0
tt10011314	26	Vampire in the Garden	DE	\N	imdbDisplay	\N	0
tt10011314	27	ヴァンパイヤ・イン・ザ・ガーデン	JP	ja	imdbDisplay	\N	0
tt10011314	28	Vampire in the Garden	CA	en	imdbDisplay	\N	0
tt10011314	2	Vampire in the Garden	FR	\N	imdbDisplay	\N	0
tt10011314	3	Vampire in the Garden	AR	\N	imdbDisplay	\N	0
tt10011314	4	Vampire in the Garden	NL	\N	imdbDisplay	\N	0
tt10011314	5	Vampire in the Garden	SG	en	imdbDisplay	\N	0
tt10011314	6	Vampire in the Garden	GB	\N	imdbDisplay	\N	0
tt10011314	7	Vampire in the Garden	SE	\N	imdbDisplay	\N	0
tt10011314	8	Vampire in the Garden	ZA	en	imdbDisplay	\N	0
tt10011314	9	En vampyr i hagen	NO	\N	imdbDisplay	\N	0
tt10013588	1	The Deadman's Path	\N	\N	working	\N	0
tt10013588	2	Shlyakh mertsya	\N	\N	original	\N	1
tt10013588	3	Шлях мерця	UA	\N	imdbDisplay	\N	0
tt10014534	1	Syreny	PL	\N	imdbDisplay	\N	0
tt10014534	2	Sirens	\N	\N	original	\N	1
tt10014534	3	Sirens	CA	en	imdbDisplay	\N	0
tt10014534	4	Sirens	DE	\N	imdbDisplay	\N	0
tt10014534	5	Σειρήνες	GR	\N	imdbDisplay	\N	0
tt10014534	6	Sirens	IN	en	imdbDisplay	\N	0
tt10014534	7	Sirens	US	\N	imdbDisplay	\N	0
tt10014534	8	Sirens	GB	\N	imdbDisplay	\N	0
tt10015244	1	It's Not Yet Released, It'll Be Out October 4th with Same Title as Far as What We've Been Told.	CA	en	imdbDisplay	\N	0
tt10015244	2	Ash and Bone	US	\N	imdbDisplay	\N	0
tt10015244	3	Ash and Bone	\N	\N	original	\N	1
tt10015244	4	Ash and Bone	GB	\N	imdbDisplay	\N	0
tt10020566	1	Terminus	GH	\N	imdbDisplay	\N	0
tt10020566	2	Terminus	\N	\N	original	\N	1
tt10021068	1	The Flag	HR	\N	imdbDisplay	\N	0
tt10021068	2	The Flag	\N	\N	original	\N	1
tt10021068	3	Zastava	HR	\N	alternative	\N	0
tt10028196	10	Laal Singh Chaddha	NZ	en	imdbDisplay	\N	0
tt10028196	11	Laal Singh Chaddha	AT	\N	imdbDisplay	\N	0
tt10028196	12	Laal Singh Chaddha	US	\N	imdbDisplay	\N	0
tt10028196	13	Laal Singh Chaddha	TH	en	imdbDisplay	\N	0
tt10028196	14	Laal Singh Chaddha	AE	\N	imdbDisplay	\N	0
tt10028196	15	Laal Singh Chaddha	CA	fr	imdbDisplay	\N	0
tt10028196	16	Laal Singh Chaddha	ID	en	imdbDisplay	\N	0
tt10028196	17	Laal Singh Chaddha	DE	\N	imdbDisplay	\N	0
tt10028196	18	Laal Singh Chaddha	ES	\N	imdbDisplay	\N	0
tt10028196	19	Laal Singh Chaddha	HK	en	imdbDisplay	\N	0
tt10028196	1	Laal Singh Chaddha	NL	\N	imdbDisplay	\N	0
tt10028196	20	打死不離喇星夢	HK	yue	imdbDisplay	\N	0
tt10028196	21	लाल सिंह चड्ढा	IN	hi	imdbDisplay	\N	0
tt10028196	22	Laal Singh Chaddha	TR	tr	imdbDisplay	\N	0
tt10028196	23	Laal Singh Chaddha	\N	\N	original	\N	1
tt10028196	24	랄 싱 차드하	KR	\N	imdbDisplay	\N	0
tt10028196	25	Laal Singh Chaddha	AU	\N	imdbDisplay	\N	0
tt10028196	2	Laal Singh Chaddha	PL	\N	imdbDisplay	\N	0
tt10028196	3	Laal Singh Chaddha	SG	en	imdbDisplay	\N	0
tt10028196	4	Laal Singh Chaddha	GB	\N	imdbDisplay	\N	0
tt10028196	5	Laal Singh Chaddha	CA	en	imdbDisplay	\N	0
tt10028196	6	Laal Singh Chaddha	IE	en	imdbDisplay	\N	0
tt10028196	7	Laal Singh Chaddha	IN	en	imdbDisplay	\N	0
tt10028196	8	Laal Singh Chaddha	FR	\N	imdbDisplay	\N	0
tt10028196	9	拉辛正傳	TW	\N	imdbDisplay	\N	0
tt10028812	1	Witch Trilogy 15+	\N	\N	original	\N	1
tt10028812	2	Cadı Üçlemesi 15+	TR	tr	imdbDisplay	\N	0
tt10028812	3	Cadi üçlemesi 15+	TR	tr	festival	\N	0
tt10029484	1	MobSense	\N	\N	original	\N	1
tt10029484	2	Brotherly Love	\N	\N	working	\N	0
tt10035194	1	The Game Chasers Movie	\N	\N	original	\N	1
tt10035194	2	Adventures in Game Chasing	US	\N	imdbDisplay	\N	0
tt10035194	3	The Game Chasers Movie	US	\N	working	\N	0
tt10035194	4	Adventures in Game Chasing	CA	fr	imdbDisplay	\N	0
tt10035194	5	The Game Chasers Movie	CA	fr	working	\N	0
tt10041260	1	The Walk-On's	US	\N	\N	\N	0
tt10042482	1	Falling Stars	US	\N	\N	\N	0
tt10045002	1	Bhavachitra	IN	hi	imdbDisplay	\N	0
tt10045002	2	Bhavachitra	AE	\N	imdbDisplay	\N	0
tt10045002	3	Bhavachitra	\N	\N	original	\N	1
tt10047464	1	The Christmas Spirit	GB	\N	imdbDisplay	\N	0
tt10047464	2	The Christmas Spirit	\N	\N	original	\N	1
tt10047464	3	The Christmas Spirit	US	\N	imdbDisplay	\N	0
tt10047464	4	The Christmas Spirit	CA	en	imdbDisplay	\N	0
tt10047904	1	În întuneric	RO	\N	imdbDisplay	\N	0
tt10047904	2	Darkling	XWW	en	imdbDisplay	\N	0
tt10047904	3	Darkling	US	\N	imdbDisplay	\N	0
tt10047904	4	Darkling	IT	\N	imdbDisplay	\N	0
tt10047904	5	Darkling	GB	\N	imdbDisplay	\N	0
tt10047904	6	Мрак	BG	bg	imdbDisplay	\N	0
tt10047904	7	Mrok	PL	\N	imdbDisplay	\N	0
tt10047904	8	Mrak	\N	\N	original	\N	1
tt10047904	9	Mrak	RS	\N	imdbDisplay	\N	0
tt10048636	1	フルーティーティーズ	JP	ja	working	\N	0
tt10048636	2	The Fruitties Are Back	\N	\N	original	\N	1
tt10048636	3	Los Fruittis	ES	\N	\N	complete title	0
tt10048636	4	The Fruitties Are Back	US	\N	imdbDisplay	\N	0
tt10048636	5	Las nuevas aventuras de los Fruittis	ES	\N	alternative	\N	0
tt10048636	6	Les nouvelles aventures des Fruitties!	FR	\N	\N	complete title	0
tt10049720	1	Shylock	US	\N	\N	original script title	0
tt10049720	2	Charlie Hustle	\N	\N	original	\N	1
tt10049720	3	Charlie Hustle	GB	\N	imdbDisplay	\N	0
tt10049720	4	Charlie Hustle	US	\N	\N	\N	0
tt10050740	10	Battle Kitty	US	\N	imdbDisplay	\N	0
tt10050740	11	Kitty jde do boje	CZ	\N	imdbDisplay	\N	0
tt10050740	12	배틀 키티	KR	\N	imdbDisplay	\N	0
tt10050740	1	Wojowniczy kociak	PL	\N	imdbDisplay	\N	0
tt10050740	2	Battle Kitty	\N	\N	original	\N	1
tt10050740	3	Kitty feroz	AR	\N	imdbDisplay	\N	0
tt10050740	4	Kitty all'attacco	IT	\N	imdbDisplay	\N	0
tt10050740	5	Kitty Zasca	ES	\N	imdbDisplay	\N	0
tt10050740	6	Battle Kitty	BR	\N	imdbDisplay	\N	0
tt10050740	7	Battle Kitty	PH	en	imdbDisplay	\N	0
tt10050740	8	Battle Kitty	DE	\N	imdbDisplay	\N	0
tt10050740	9	Stridskatten Kisse	SE	\N	imdbDisplay	\N	0
tt10054536	1	Shiva's Daughter	\N	\N	original	\N	1
tt10054536	2	Shiva's Daughter	GB	\N	imdbDisplay	\N	0
tt10054946	1	Song Without Words	US	\N	imdbDisplay	\N	0
tt10054946	2	Song Without Words	GB	\N	imdbDisplay	\N	0
tt10054946	3	Song Without Words	\N	\N	original	\N	1
tt10054946	4	Song Without Words	AU	\N	imdbDisplay	\N	0
tt10054992	1	D.O.P.E. UNIT	US	\N	\N	\N	0
tt10062046	10	Country Queen	TW	\N	imdbDisplay	\N	0
tt10062046	11	Rainha da Vila	BR	\N	imdbDisplay	\N	0
tt10062046	12	Country Queen	SE	\N	imdbDisplay	\N	0
tt10062046	13	Country Queen	ZA	en	imdbDisplay	\N	0
tt10062046	14	Country Queen	IN	en	imdbDisplay	\N	0
tt10062046	15	カントリー・クイーン	JP	ja	imdbDisplay	\N	0
tt10062046	16	Królowa wioski	PL	\N	imdbDisplay	\N	0
tt10062046	17	Country Queen	HK	en	imdbDisplay	\N	0
tt10062046	18	Country Queen	IL	en	imdbDisplay	\N	0
tt10062046	19	Country Queen	IT	\N	imdbDisplay	\N	0
tt10062046	1	Country Queen	DE	\N	imdbDisplay	\N	0
tt10062046	20	Country Queen	FR	\N	imdbDisplay	\N	0
tt10062046	21	Country Queen	\N	\N	original	\N	1
tt10062046	22	Country Queen	KE	\N	imdbDisplay	\N	0
tt10062046	23	Country Queen	IN	hi	imdbDisplay	\N	0
tt10062046	2	คันทรี่ควีน	TH	en	imdbDisplay	\N	0
tt10062046	3	Country Queen	PH	en	imdbDisplay	\N	0
tt10062046	4	컨트리 퀸	KR	\N	imdbDisplay	\N	0
tt10062046	5	Country Queen	NL	\N	imdbDisplay	\N	0
tt10062046	6	ملكة الريف	EG	en	imdbDisplay	\N	0
tt10062046	7	Country Queen	TR	tr	imdbDisplay	\N	0
tt10062046	8	Country Queen	CA	en	imdbDisplay	\N	0
tt10062046	9	Country Queen	ID	en	imdbDisplay	\N	0
tt10062634	1	La casa entre los cactus	ES	\N	imdbDisplay	\N	0
tt10062634	2	La casa entre los cactus	\N	\N	original	\N	1
tt10064134	10	The Reunion	SG	en	imdbDisplay	\N	0
tt10064134	1	The Reunion	ID	en	imdbDisplay	\N	0
tt10064134	2	The Reunion	DE	\N	imdbDisplay	\N	0
tt10064134	3	The Reunion	PH	en	imdbDisplay	\N	0
tt10064134	4	The Reunion	IN	hi	imdbDisplay	\N	0
tt10064134	5	The Reunion	AE	\N	imdbDisplay	\N	0
tt10064134	6	The Reunion	GB	\N	imdbDisplay	\N	0
tt10064134	7	The Reunion	US	\N	imdbDisplay	\N	0
tt10064134	8	The Reunion	\N	\N	original	\N	1
tt10064134	9	The Reunion	PL	\N	imdbDisplay	\N	0
tt10071606	1	Supreme Motherhood: The Journey of Mata Sahib Kaur	IN	en	imdbDisplay	\N	0
tt10071606	2	Supreme Motherhood: The Journey of Mata Sahib Kaur	US	\N	imdbDisplay	\N	0
tt10071606	3	Supreme Motherhood: The Journey of Mata Sahib Kaur	AT	\N	imdbDisplay	\N	0
tt10071606	4	Supreme Motherhood: The Journey of Mata Sahib Kaur	IN	hi	imdbDisplay	\N	0
tt10071606	5	Supreme Motherhood: The Journey of Mata Sahib Kaur	CA	en	imdbDisplay	\N	0
tt10071606	6	Supreme Motherhood: The Journey of Mata Sahib Kaur	\N	\N	original	\N	1
tt10071606	7	Supreme Motherhood: The Journey of Mata Sahib Kaur	GB	\N	imdbDisplay	\N	0
tt10078886	1	Washington's Armor Volume 1 - The Journey	\N	\N	original	\N	1
tt10078886	2	Washington's Armor	\N	\N	working	\N	0
tt10078886	3	Washington's Armor	US	\N	imdbDisplay	\N	0
tt10080198	1	A Lion's Game	US	\N	\N	\N	0
tt10083340	10	Gangubai Kathiawadi	DE	\N	imdbDisplay	\N	0
tt10083340	11	Gangubai Kathiawadi	PH	en	imdbDisplay	\N	0
tt10083340	12	孟買女帝	TW	\N	imdbDisplay	\N	0
tt10083340	13	Gangubai Kathiawadi	\N	\N	original	\N	1
tt10083340	14	Gangubai Kathiawadi	IE	en	imdbDisplay	\N	0
tt10083340	15	Gangubai Kathiawadi	AE	\N	imdbDisplay	\N	0
tt10083340	16	Ganugubai Kathiawadi	CA	en	imdbDisplay	\N	0
tt10083340	17	孟買大家姐	HK	en	imdbDisplay	\N	0
tt10083340	18	Gangubai Kathiawadi	AU	\N	imdbDisplay	\N	0
tt10083340	19	Gangubai Kathiawadi	NZ	en	imdbDisplay	\N	0
tt10083340	1	Gangubai	\N	\N	working	\N	0
tt10083340	20	Gangubai Kathiawadi	GB	\N	imdbDisplay	\N	0
tt10083340	21	Gangubai Kathiawadi	NL	\N	imdbDisplay	\N	0
tt10083340	22	Gangubai Kathiawadi	PL	\N	imdbDisplay	\N	0
tt10083340	23	Gangubai Kathiawadi	SG	en	imdbDisplay	\N	0
tt10083340	24	Gangubai Kathiawadi	IT	\N	imdbDisplay	\N	0
tt10083340	25	강구바이 카티아와디	KR	\N	imdbDisplay	\N	0
tt10083340	26	Gangubai Kathiawadi	IN	en	imdbDisplay	\N	0
tt10083340	27	Gangubai Kathiawadi	FR	\N	imdbDisplay	\N	0
tt10083340	2	Gangubai Kathiawadi	TR	tr	imdbDisplay	\N	0
tt10083340	3	Gangubai Kathiawadi	IN	hi	imdbDisplay	\N	0
tt10083340	4	A Voz do Empoderamento	BR	\N	imdbDisplay	\N	0
tt10083340	5	Gangubai Kathiawadi	US	\N	imdbDisplay	\N	0
tt10083340	6	Гангубай Катавади	RU	\N	imdbDisplay	\N	0
tt10083340	7	Gangubai Kathiawadi	TH	en	imdbDisplay	\N	0
tt10083340	8	Gangubai Kathiawadi	ID	en	imdbDisplay	\N	0
tt10083340	9	Gangubai Kathiawadi	JP	ja	imdbDisplay	\N	0
tt10085100	1	Kent State	US	\N	\N	\N	0
tt10090058	1	Satria Dewa: Gatotkaca	US	\N	imdbDisplay	\N	0
tt10090058	2	Satria Dewa: Gatotkaca	\N	\N	original	\N	1
tt10090058	3	Satria Dewa: Gatotkaca	CA	en	imdbDisplay	\N	0
tt10090058	4	Satria Dewa: Gatotkaca	ID	en	imdbDisplay	\N	0
tt10090058	5	Satria Dewa: Gatotkaca	MY	en	imdbDisplay	\N	0
tt10092362	1	Pastor's Wife	GB	\N	imdbDisplay	\N	0
tt10092362	2	Pastor's Wife	\N	\N	original	\N	1
tt10096236	1	Ink & Linda	\N	\N	original	\N	1
tt10096236	2	Ink & Linda	US	\N	imdbDisplay	\N	0
tt10098340	1	Así era	ES	\N	\N	\N	0
tt10098366	1	Darkness to Light	US	\N	imdbDisplay	\N	0
tt10098366	2	Dark to Light	US	\N	working	\N	0
tt10098366	3	From Darkness to Light	\N	\N	original	\N	1
tt10100318	1	Phoenix	US	\N	\N	\N	0
tt10100318	2	Phoenix	\N	\N	original	\N	1
tt10100318	3	Phoenix	CA	en	imdbDisplay	\N	0
tt10108708	1	Zinga	IN	\N	\N	\N	0
tt10126368	10	We Need to Talk	AE	\N	imdbDisplay	\N	0
tt10126368	1	We Need to Talk	PH	en	imdbDisplay	\N	0
tt10126368	2	We Need to Talk	DE	\N	imdbDisplay	\N	0
tt10126368	3	We Need to Talk	NL	\N	imdbDisplay	\N	0
tt10126368	4	We Need to Talk	ES	\N	imdbDisplay	\N	0
tt10126368	5	We Need to Talk	US	\N	imdbDisplay	\N	0
tt10126368	6	We Need to Talk	SG	en	imdbDisplay	\N	0
tt10126368	7	We Need to Talk	\N	\N	original	\N	1
tt10126368	8	We Need to Talk	IT	\N	imdbDisplay	\N	0
tt10126368	9	We Need to Talk	GB	\N	imdbDisplay	\N	0
tt10128020	1	Homeboys	XWW	en	imdbDisplay	\N	0
tt10128020	2	Homeboys	IL	en	imdbDisplay	\N	0
tt10128020	3	Homeboys	\N	\N	original	\N	1
tt10131024	10	Shut In	NL	\N	imdbDisplay	\N	0
tt10131024	11	Shut In	PL	\N	imdbDisplay	\N	0
tt10131024	12	Shut In	TH	en	imdbDisplay	\N	0
tt10131024	13	Shut In	CA	fr	imdbDisplay	\N	0
tt10131024	14	Shut In	ID	en	imdbDisplay	\N	0
tt10131024	15	Shut In	PH	en	imdbDisplay	\N	0
tt10131024	16	Shut In	AU	\N	imdbDisplay	\N	0
tt10131024	17	Bezárva	HU	\N	imdbDisplay	\N	0
tt10131024	18	Shut In	GB	\N	imdbDisplay	\N	0
tt10131024	19	Shut In	ZA	en	imdbDisplay	\N	0
tt10131024	1	Shut In	IN	hi	imdbDisplay	\N	0
tt10131024	20	Shut in (Encerrada)	ES	\N	imdbDisplay	\N	0
tt10131024	21	Shut In	\N	\N	original	\N	1
tt10131024	22	Shut In	AE	\N	imdbDisplay	\N	0
tt10131024	23	Shut In	EG	en	imdbDisplay	\N	0
tt10131024	24	Shut In	HK	en	imdbDisplay	\N	0
tt10131024	25	Взаперти	RU	\N	imdbDisplay	\N	0
tt10131024	26	Shut In	US	\N	imdbDisplay	\N	0
tt10131024	27	Shut In	EC	\N	imdbDisplay	\N	0
tt10131024	28	Alarido	MX	\N	imdbDisplay	\N	0
tt10131024	29	Shut In	SG	en	imdbDisplay	\N	0
tt10131024	2	W pułapce	PL	\N	alternative	\N	0
tt10131024	30	Shut In	TW	\N	imdbDisplay	\N	0
tt10131024	31	Shut In	DE	\N	imdbDisplay	\N	0
tt10131024	3	トジコメ	JP	ja	imdbDisplay	\N	0
tt10131024	4	Shut In	TR	tr	imdbDisplay	\N	0
tt10131024	5	Shut In	FR	\N	imdbDisplay	\N	0
tt10131024	6	Shut In	SE	\N	imdbDisplay	\N	0
tt10131024	7	Shut In	KR	\N	imdbDisplay	\N	0
tt10131024	8	כלואה	IL	en	imdbDisplay	\N	0
tt10131024	9	Shut In	IT	\N	imdbDisplay	\N	0
tt10135310	1	The Castle	\N	\N	original	\N	1
tt10135310	2	The Castle	GB	\N	imdbDisplay	\N	0
tt10135310	3	The Castle	US	\N	imdbDisplay	\N	0
tt10135310	4	The Castle	CA	en	imdbDisplay	\N	0
tt10140990	1	Patnagarh 23 Feb 2018 Odisha	\N	\N	working	\N	0
tt10140990	2	Mindgame	IN	\N	\N	\N	0
tt10140990	3	Mindgame	\N	\N	original	\N	1
tt10141678	1	Fate of the Night	\N	\N	original	\N	1
tt10141678	2	Fate of the Night	US	\N	imdbDisplay	\N	0
tt10141678	3	Fate of the Night	GB	\N	imdbDisplay	\N	0
tt10141678	4	Fate of the Night	AU	\N	imdbDisplay	\N	0
tt10146532	1	Ojai	US	\N	\N	\N	0
tt10148150	1	Cosmic FuKC	GB	\N	working	\N	0
tt10148150	2	In the Court of the Crimson King. King Crimson at 50.	\N	\N	original	\N	1
tt10148150	3	In the Court of the Crimson King. King Crimson at 50.	GB	\N	\N	\N	0
tt10148150	4	In the Court of the Crimson King	GB	\N	working	\N	0
tt10150354	1	The Four Fathers	\N	\N	original	\N	1
tt10150354	2	The Four Fathers	US	\N	imdbDisplay	\N	0
tt10150354	3	The Four Fathers	CA	\N	\N	\N	0
tt10151854	10	Shazam! Fury of the Gods	\N	\N	original	\N	1
tt10151854	11	Shazam! Az istenek haragja	HU	\N	imdbDisplay	\N	0
tt10151854	12	Untitled Shazam! Sequel	GB	\N	working	\N	0
tt10151854	13	Shazam! Hnev bohov	SK	\N	imdbDisplay	\N	0
tt10151854	14	Shazam 2	US	\N	\N	informal title	0
tt10151854	15	Untitled Shazam! Sequel	AU	\N	working	\N	0
tt10151854	16	Shazam! Fury of the Gods	AU	\N	imdbDisplay	\N	0
tt10151854	17	Shazam! Fureur des dieux	CA	fr	imdbDisplay	\N	0
tt10151854	18	Шазам! 2	RU	\N	working	\N	0
tt10151854	19	Shazam! Fury of the Gods	GB	\N	imdbDisplay	\N	0
tt10151854	1	Shazam! Fury of the Gods	IN	en	imdbDisplay	\N	0
tt10151854	20	Shazam! Fury of the Gods	US	\N	imdbDisplay	\N	0
tt10151854	21	Untitled Shazam! Sequel	\N	\N	working	\N	0
tt10151854	22	Untitled Shazam! Sequel	IT	\N	working	\N	0
tt10151854	23	Shazam! Fury of the Gods	DE	\N	imdbDisplay	\N	0
tt10151854	2	Shazam! Cơn Thịnh Nộ Của Các Vị Thần	VN	\N	imdbDisplay	\N	0
tt10151854	3	Shazam! Ma'budlar qahri	UZ	\N	imdbDisplay	\N	0
tt10151854	4	Shazam! Hněv bohů	CZ	\N	imdbDisplay	\N	0
tt10151854	5	Untitled Shazam! Sequel	BR	\N	working	\N	0
tt10151854	6	Shazam! Fury of the Gods	BR	\N	imdbDisplay	\N	0
tt10151854	7	Шазам! Лють Богів	UA	\N	imdbDisplay	\N	0
tt10151854	8	Shazam 2	CA	en	imdbDisplay	\N	0
tt10151854	9	Shazam! Fury of the Gods	IT	\N	imdbDisplay	\N	0
tt10156158	1	Vie Féroce	\N	\N	\N	new title	0
tt10156158	2	Vie Feroce	US	\N	\N	\N	0
tt10156158	3	Vie Feroce	\N	\N	original	\N	1
tt10160886	10	Sneakerella	ID	en	imdbDisplay	\N	0
tt10160886	11	Sneakerella	PL	\N	imdbDisplay	\N	0
tt10160886	12	Sneakerella	NL	\N	imdbDisplay	\N	0
tt10160886	13	Sneakerella	GB	\N	imdbDisplay	\N	0
tt10160886	14	Sneakerella	IN	hi	imdbDisplay	\N	0
tt10160886	15	Sneakerella	AR	\N	imdbDisplay	\N	0
tt10160886	16	Sneakerella	SE	\N	imdbDisplay	\N	0
tt10160886	17	Кроссовушка	RU	\N	imdbDisplay	\N	0
tt10160886	18	Sneakerella	FR	\N	imdbDisplay	\N	0
